msisdn,tower_id,call_type,dest_nr,call_duration_sec,start_time
3904472429452,1579,voice,2535806211798,1584,2024-01-01 01:34:14.558899
7553444101109,60,voice,8617734709721,83,2024-01-01 01:34:59.767998
6330186509917,571,video,7039547265833,243,2024-01-01 01:25:40.865377
9788577264830,272,voice,6241616352451,652,2024-01-01 01:33:53.671223
4788079264634,1723,video,9783994422227,314,2024-01-01 01:35:29.338699
2430196903942,1016,video,9241181385892,1380,2024-01-01 01:33:02.589454
6075670230805,1247,video,1165374620533,1255,2024-01-01 01:33:38.095723
9522349352791,1023,voice,4477197920587,1096,2024-01-01 01:24:51.604690
7235033758325,699,video,9065571438226,646,2024-01-01 01:27:39.258372
0465787615294,1337,video,3578332263537,1088,2024-01-01 01:33:11.468810
4281546692602,1968,voice,0520124951453,675,2024-01-01 01:39:08.405869
2084788214740,1765,voice,2173891224062,212,2024-01-01 01:33:17.991210
6739710792475,1793,video,9392194301579,943,2024-01-01 01:36:13.959615
7362517813541,1118,video,7892068157449,1465,2024-01-01 01:35:35.519433
7356471655856,1547,voice,0064281568497,1315,2024-01-01 01:38:34.338794
4121895651376,609,video,3238696828821,1635,2024-01-01 01:25:28.668585
1841289863376,198,video,6404939786265,1564,2024-01-01 01:27:16.803136
6319339052644,1156,voice,9940479639368,1145,2024-01-01 01:27:07.479008
7368902791079,442,video,2481143505300,280,2024-01-01 01:40:25.852689
7169006448855,1642,voice,7662829120620,584,2024-01-01 01:32:59.624389
0200337393991,393,video,7259033438895,1702,2024-01-01 01:28:36.794744
4109353417685,178,video,4859825783213,441,2024-01-01 01:24:05.770527
0090656696417,1849,voice,5692407084919,1216,2024-01-01 01:31:56.309739
0937738939629,1187,video,5170130498237,544,2024-01-01 01:33:26.157780
1822908962286,1528,video,8512864459806,575,2024-01-01 01:38:52.661504
8158007429598,578,voice,8862735724021,470,2024-01-01 01:33:26.424874
8519497572572,72,voice,3410736100776,1741,2024-01-01 01:39:15.513609
4971319676277,803,voice,1481683166996,1215,2024-01-01 01:34:45.140424
8734078929432,179,voice,8168055429111,513,2024-01-01 01:34:53.003157
2606377426779,659,voice,7273160580794,1657,2024-01-01 01:30:11.468786
7309993486130,874,video,9292329850471,1537,2024-01-01 01:27:58.688925
9999978401570,1775,voice,8859325644357,28,2024-01-01 01:32:52.449064
2074645317179,10,voice,3346822119482,787,2024-01-01 01:38:43.864100
2233238404184,1612,video,6429350817742,1067,2024-01-01 01:27:19.242885
0993964585578,1282,video,7020489631484,1292,2024-01-01 01:32:13.543748
8617250501252,1379,video,8740599674432,914,2024-01-01 01:39:36.464795
1517050814024,794,voice,3255759031130,1402,2024-01-01 01:38:12.650919
2672703802448,1974,voice,9182677177825,498,2024-01-01 01:37:46.276423
1244780465093,421,video,4242959076143,787,2024-01-01 01:30:25.542987
8084401916108,753,video,9683954276067,1428,2024-01-01 01:29:04.020886
5002923096881,775,video,4653187747049,173,2024-01-01 01:37:19.272360
4825408034169,460,video,3446634220554,1660,2024-01-01 01:31:54.328325
1574372416940,410,voice,9877668874842,1152,2024-01-01 01:24:56.160291
5711936945893,1151,video,4872897140246,1213,2024-01-01 01:36:55.938457
0504660740496,1946,voice,5568972504816,560,2024-01-01 01:25:34.974461
5864624840538,1760,voice,6613503860685,1319,2024-01-01 01:33:56.224155
9004075276727,240,video,3631405689892,1426,2024-01-01 01:24:42.290593
5176062628009,660,video,5684937430854,1508,2024-01-01 01:39:26.777089
9912653822310,1701,voice,7385856609832,664,2024-01-01 01:36:57.979307
4734338820274,1377,voice,1203161879097,1306,2024-01-01 01:26:13.923755
2060852966524,1608,video,6202716742212,215,2024-01-01 01:32:25.317838
1302578190596,1385,voice,1766049748742,165,2024-01-01 01:35:19.793383
3378672309724,1056,voice,3905627544906,833,2024-01-01 01:33:41.791075
2680615810694,1702,video,0553997393998,1034,2024-01-01 01:36:01.896644
2896038953019,213,voice,1316812162057,876,2024-01-01 01:30:19.188298
5230454974255,727,video,2632652609470,1537,2024-01-01 01:28:01.435231
5210053727270,1737,voice,1355803963047,1604,2024-01-01 01:38:16.311996
0838182343921,1996,video,2127533599237,208,2024-01-01 01:37:58.002400
0043353189363,1624,video,9610896152813,791,2024-01-01 01:24:12.058132
4205843254191,450,voice,4058585157646,213,2024-01-01 01:28:39.533583
6898319368057,1940,voice,0082808533063,1459,2024-01-01 01:27:33.878533
4877272619614,419,voice,9529078893543,198,2024-01-01 01:24:22.912903
4963001844021,472,voice,6163465841290,1760,2024-01-01 01:32:57.453346
0243357085264,790,video,7025591209413,661,2024-01-01 01:31:37.883561
6822286288156,209,voice,3265947133020,527,2024-01-01 01:29:43.803154
3149918051777,858,video,9207785218515,180,2024-01-01 01:40:04.146670
3696471874282,106,video,8846084659120,618,2024-01-01 01:34:31.249375
2191806566099,477,video,0968468842314,518,2024-01-01 01:28:06.629791
5441444159283,1031,voice,8621267673945,1638,2024-01-01 01:34:01.384410
0895889011099,18,video,9921840235628,1671,2024-01-01 01:37:46.255688
3526710640054,219,video,1259673159162,1762,2024-01-01 01:23:57.297051
9311841476173,1888,video,9612859146670,1386,2024-01-01 01:34:33.282345
0135244850310,1122,video,5658003249223,619,2024-01-01 01:29:27.873737
8191020283028,1850,video,3399645446698,1671,2024-01-01 01:39:07.114208
6900620939015,390,voice,2547977409519,103,2024-01-01 01:33:37.482895
2984845725591,437,voice,8557501963076,371,2024-01-01 01:36:59.178337
8616278489537,1844,voice,7343819314108,1044,2024-01-01 01:24:27.677593
4938959304635,1198,video,1836331038983,904,2024-01-01 01:28:00.188795
9320595896034,523,voice,2403679877866,423,2024-01-01 01:37:22.763758
7360366862668,1976,voice,0268510114887,1518,2024-01-01 01:25:15.512740
8743096646315,836,voice,0748322409255,862,2024-01-01 01:28:05.818825
3934846676670,1427,voice,6521611381238,1190,2024-01-01 01:33:24.551850
2899365709180,1079,voice,0223770004897,345,2024-01-01 01:40:12.341730
8537399422412,824,video,6297046958108,736,2024-01-01 01:28:44.407627
8810676436088,1877,voice,2277500812122,1410,2024-01-01 01:32:28.016191
8676283197023,141,video,9725115106674,4,2024-01-01 01:24:15.800803
3061656065555,1422,voice,6058530166066,1275,2024-01-01 01:35:17.173360
7220349740831,1683,video,5375363467909,24,2024-01-01 01:29:27.678730
6023331549351,1261,video,3159854861567,600,2024-01-01 01:27:43.337888
3205920481437,384,video,0515641436419,314,2024-01-01 01:31:22.640486
4257452288166,89,video,3487846519381,737,2024-01-01 01:32:21.658729
1252054068329,33,voice,9061156166110,921,2024-01-01 01:28:25.164618
7176386218796,1654,video,1294745216017,1307,2024-01-01 01:24:23.675181
3249341453684,1074,video,5400833691537,1737,2024-01-01 01:39:38.358654
1751435495620,731,video,5050197848701,1396,2024-01-01 01:26:59.351215
0533575068252,1926,voice,4487346429767,663,2024-01-01 01:33:57.457709
1820781986384,1597,voice,1439679262610,1110,2024-01-01 01:34:10.036381
2176253807187,133,video,3887185923313,205,2024-01-01 01:38:25.858386
7622962201338,1371,voice,8691447957848,1582,2024-01-01 01:30:35.161533
6060942877448,1901,voice,9345250587523,896,2024-01-01 01:39:51.615264
4466525748555,1875,voice,7048630648412,1289,2024-01-01 01:29:57.377310
0432517388999,1304,video,0677469674181,214,2024-01-01 01:25:41.591463
9482168605504,1731,video,1775019342332,544,2024-01-01 01:33:41.355035
0918035007440,246,video,7754376881728,1075,2024-01-01 01:27:17.182629
6344148960127,785,voice,9563290047162,1421,2024-01-01 01:35:55.156299
8570117909246,464,video,0350889668795,1689,2024-01-01 01:37:38.541142
6663529509584,187,voice,2159438000713,1734,2024-01-01 01:27:42.120872
4472439210323,1247,video,7034198488155,41,2024-01-01 01:40:20.376047
8757731502328,702,voice,4392916309144,1624,2024-01-01 01:38:30.968496
8099973575364,1283,voice,1765263857292,627,2024-01-01 01:29:25.100783
1328389635942,1995,voice,3995372547143,1515,2024-01-01 01:28:33.033132
3883839543473,1738,voice,5322886187035,549,2024-01-01 01:26:07.169766
1001006092217,1934,video,9503883816839,1575,2024-01-01 01:40:04.922057
7340366371197,373,video,8629575739791,1270,2024-01-01 01:34:06.122058
6365346460903,1697,video,6327358975144,131,2024-01-01 01:37:00.440640
4811879223416,1757,video,5775783616278,1794,2024-01-01 01:37:52.068278
8534862010260,778,voice,7930623839484,239,2024-01-01 01:26:22.914406
2223702879222,1590,video,7502126308560,159,2024-01-01 01:31:47.593323
2730863631173,1517,voice,7752800446358,1692,2024-01-01 01:33:15.295141
9393386958297,539,voice,9140050954079,718,2024-01-01 01:40:16.664692
7922598924658,85,voice,8676189610251,134,2024-01-01 01:34:08.512118
0046218599145,521,video,1863127265966,867,2024-01-01 01:38:24.763203
4135609107889,620,voice,8331192577632,648,2024-01-01 01:35:35.261358
1661293964304,160,voice,4018332264376,1585,2024-01-01 01:35:49.502780
5930992561655,1039,voice,0039717241948,1585,2024-01-01 01:33:35.040151
7750976320927,1976,video,7851857519114,821,2024-01-01 01:34:49.322590
4217677832794,466,video,5400819600476,175,2024-01-01 01:36:40.186606
1212003651054,488,voice,1196837697839,850,2024-01-01 01:25:33.126721
3860627161059,972,voice,9641336060003,1441,2024-01-01 01:29:18.491643
0585407465469,681,voice,9446844198341,231,2024-01-01 01:35:53.676229
1275075758663,1326,video,8076743636056,692,2024-01-01 01:26:41.535068
6466030777297,860,voice,6592787762220,600,2024-01-01 01:26:28.589337
5246377036570,1753,video,9010268825422,667,2024-01-01 01:26:05.562483
8838476632393,538,video,4726160759194,888,2024-01-01 01:34:59.963764
6662873641103,138,voice,6586678487522,1061,2024-01-01 01:30:16.278979
3343495449142,693,video,7383678514133,585,2024-01-01 01:38:29.502589
8699293102789,1318,voice,4255265698464,1695,2024-01-01 01:30:40.672076
7056649303580,1892,voice,7683192554129,37,2024-01-01 01:36:33.369048
9835349341956,265,video,3365186512618,1467,2024-01-01 01:28:04.100026
3582870851266,1177,voice,0168301358387,850,2024-01-01 01:35:24.866567
4658267546542,1044,video,8804258242030,269,2024-01-01 01:30:42.749988
8957190810421,1226,video,3180970950268,566,2024-01-01 01:25:30.339923
6920145441280,350,voice,9907631687829,1584,2024-01-01 01:32:34.250605
8706931521837,1995,voice,2431002743065,534,2024-01-01 01:29:12.861998
8824814173305,1581,voice,0271206211786,1623,2024-01-01 01:36:13.250072
7074582752972,580,video,2798819560620,1106,2024-01-01 01:27:36.622231
8392430845555,1947,voice,7617919547888,744,2024-01-01 01:24:25.044864
1410831998400,931,voice,4633419945472,1204,2024-01-01 01:32:38.202726
5256106534874,1566,voice,7808980463993,1271,2024-01-01 01:36:56.281647
3177295799786,1963,voice,6280063192835,331,2024-01-01 01:40:01.708346
8798547469655,318,voice,1125948937313,1368,2024-01-01 01:33:11.670397
9490254635859,1033,video,1184184805053,230,2024-01-01 01:39:48.810575
3013467946131,1539,voice,2020998855563,1767,2024-01-01 01:32:10.911142
6324170983506,833,video,9924099075701,1000,2024-01-01 01:24:36.581911
5552466891377,269,voice,0067877253566,1293,2024-01-01 01:31:30.449146
0752236728699,375,video,6984121854866,1383,2024-01-01 01:40:06.877340
9813022842674,1481,video,2220134829493,872,2024-01-01 01:34:15.264786
8303648957762,1153,voice,8069617088651,491,2024-01-01 01:28:05.891435
6612338963508,96,video,7613001453186,35,2024-01-01 01:27:51.053648
4490754768279,848,voice,5589459462671,1101,2024-01-01 01:24:42.948024
1134904972726,1981,voice,4460527933860,162,2024-01-01 01:36:26.003963
3364558330476,788,voice,0728600746597,1071,2024-01-01 01:29:01.083045
9741635872574,1186,voice,5685929878138,1372,2024-01-01 01:25:40.666471
3211941135732,981,video,6885213604558,457,2024-01-01 01:40:18.803654
4931088914825,944,video,7271176709844,447,2024-01-01 01:24:20.942564
6241870708611,574,voice,8492291916383,1334,2024-01-01 01:31:38.017498
6059013622128,1921,voice,8361685417542,1771,2024-01-01 01:25:47.612609
1453481225862,1351,voice,3787018054944,871,2024-01-01 01:24:27.554348
0392174723727,562,video,3954158558059,1002,2024-01-01 01:39:59.094331
1889589649956,825,video,0925920881898,1174,2024-01-01 01:38:35.066154
7121384471007,50,video,0042263301122,1306,2024-01-01 01:38:50.898046
7720685631713,883,voice,5139784919194,342,2024-01-01 01:25:24.634747
0211726629012,1842,video,5098318052071,808,2024-01-01 01:23:56.761084
3463446891895,1703,video,2206577242683,739,2024-01-01 01:26:22.438557
8244447436485,876,voice,7367315464734,1577,2024-01-01 01:33:48.251957
0837855191906,1145,voice,0104592420077,1050,2024-01-01 01:25:58.760900
1592055443030,192,voice,9679997805754,1278,2024-01-01 01:32:29.574013
1651747554041,491,voice,2305428031792,1210,2024-01-01 01:35:48.202222
2682168641271,1748,video,4424988391703,1361,2024-01-01 01:35:33.212474
1541821649260,752,video,1132214115425,421,2024-01-01 01:28:31.881145
5026915856781,1825,video,2840915371998,1545,2024-01-01 01:26:37.694796
7295134479652,978,video,6921799200413,736,2024-01-01 01:26:52.887154
8907670260961,469,video,7873768585110,372,2024-01-01 01:30:12.580585
6293558897193,371,voice,4288630656767,1687,2024-01-01 01:30:28.852978
8277436623020,394,video,4955333875164,1179,2024-01-01 01:30:48.862550
2711829444215,1882,video,5615200075849,1284,2024-01-01 01:30:02.255543
8666413989317,910,voice,2841785379677,493,2024-01-01 01:35:39.524562
1627533544914,1912,video,3482679006821,375,2024-01-01 01:35:49.973898
7464008640267,460,video,8376702061717,1186,2024-01-01 01:35:15.089652
6813279072441,988,video,1270467181258,1357,2024-01-01 01:32:50.368730
5029705147745,903,voice,5634010518637,1237,2024-01-01 01:25:27.349828
7760175412566,1859,voice,1365617710919,1443,2024-01-01 01:36:21.228498
8796786761319,730,voice,7709377623183,934,2024-01-01 01:32:39.588916
5850647938902,1180,video,7922077305953,1208,2024-01-01 01:31:06.396023
7220349740831,1044,video,3125547182707,1332,2024-01-01 01:34:28.121259
0240441896354,344,video,1666287461075,1003,2024-01-01 01:39:24.512369
6262558598444,933,voice,2200264355791,1105,2024-01-01 01:29:37.178777
1890854430073,1465,video,5210350042159,1367,2024-01-01 01:29:44.256378
0782888508122,336,voice,2827509668115,844,2024-01-01 01:30:36.892257
0386301988683,1321,voice,2701528395516,1422,2024-01-01 01:26:17.897086
0827808440412,27,video,9826580817620,1361,2024-01-01 01:39:02.074570
8093395832697,184,voice,4028182139272,1264,2024-01-01 01:34:28.283164
9587637465115,1960,video,1942195976316,461,2024-01-01 01:33:22.383974
1559565434031,1667,voice,1463203766630,1744,2024-01-01 01:25:05.089431
7626721269680,676,video,1948230232813,663,2024-01-01 01:37:06.004988
2871282479070,1508,voice,5366124727573,1738,2024-01-01 01:30:07.131130
3996416584195,1810,video,7259033438895,1279,2024-01-01 01:25:55.229118
1769770777973,441,video,2148009014624,458,2024-01-01 01:28:56.110728
8234231516919,1565,video,5453383006728,1210,2024-01-01 01:27:27.614567
5480802944044,1051,video,9040365043456,1254,2024-01-01 01:31:51.889032
2859581103515,29,voice,5634010518637,654,2024-01-01 01:26:56.229587
4471105889846,341,video,8793461733277,1099,2024-01-01 01:31:43.693053
3968466003769,1397,video,3213438902547,1352,2024-01-01 01:29:30.101722
4274802248787,1721,video,8311520665016,1002,2024-01-01 01:30:06.749036
1837346146647,1883,video,2797001918352,28,2024-01-01 01:25:09.907805
8612557145164,11,video,4107044269243,1330,2024-01-01 01:27:30.803176
7404560320405,724,voice,9767650662794,1138,2024-01-01 01:39:29.817052
4368649802669,980,video,3891783905196,258,2024-01-01 01:25:17.929299
9609974028907,256,video,4031729969750,621,2024-01-01 01:38:01.697066
1008295179462,945,voice,0437078135855,1478,2024-01-01 01:32:07.140326
6655911775902,1804,video,0572848870120,1426,2024-01-01 01:35:02.954054
8499513279292,423,voice,3610906895294,864,2024-01-01 01:28:24.288057
3850892498354,1489,video,6844995959069,1039,2024-01-01 01:39:20.695327
9526447759964,1439,video,2241353499564,1119,2024-01-01 01:35:02.908603
2925931979756,1079,voice,2715674651204,710,2024-01-01 01:33:53.882012
8617416939690,784,voice,1699670392826,753,2024-01-01 01:33:26.295709
1228890014593,262,voice,4628539984950,172,2024-01-01 01:27:42.300318
1415771091937,755,voice,9733985702930,884,2024-01-01 01:28:41.267925
4180547635420,1414,video,4351432056434,1324,2024-01-01 01:25:44.161940
8635160255749,1534,video,0108363453195,625,2024-01-01 01:33:30.725023
0265707258848,1438,voice,2187973500961,598,2024-01-01 01:29:11.863018
0381174126130,375,voice,4662242873587,84,2024-01-01 01:33:17.836541
7953386005705,176,voice,4312261846754,479,2024-01-01 01:33:40.700312
0110838334614,1250,voice,6460164746739,1005,2024-01-01 01:38:44.793988
9320969295165,629,voice,8187831910770,856,2024-01-01 01:36:38.959170
2818162429837,220,voice,1810294446533,762,2024-01-01 01:35:17.028403
3214605774821,919,voice,4915980397285,1696,2024-01-01 01:26:29.240295
9413495787298,641,voice,1030572633973,1524,2024-01-01 01:32:56.800892
8781402677094,396,voice,0930224652062,339,2024-01-01 01:33:13.274370
3555621307853,901,video,5908609447051,154,2024-01-01 01:33:12.246356
5697827557434,436,video,6780571406414,460,2024-01-01 01:28:46.599523
2183576539527,1635,voice,3551796296049,1675,2024-01-01 01:30:19.926243
6540974983107,383,video,1030526032362,365,2024-01-01 01:34:20.750888
5114223002580,352,voice,6141693711781,1432,2024-01-01 01:38:32.075546
6884540918601,1409,voice,3516365165962,1754,2024-01-01 01:23:51.322289
2702240789297,1933,video,8094580232542,895,2024-01-01 01:32:01.477948
5041279999814,358,voice,2814559974406,1635,2024-01-01 01:24:57.330698
9316650958051,1550,video,3292988377924,1339,2024-01-01 01:37:20.651794
1336990499961,1635,video,6740801215180,1754,2024-01-01 01:26:15.811790
6849834760827,1519,voice,5652548020153,890,2024-01-01 01:30:15.399349
5856381302215,1349,voice,7217985265597,897,2024-01-01 01:34:11.213483
9292577927096,1675,video,1034000489053,767,2024-01-01 01:29:25.982158
1910012747390,734,voice,1549421225374,1743,2024-01-01 01:37:41.960960
7302287293188,1974,video,4682371288872,1214,2024-01-01 01:38:42.534165
5398303638267,1232,video,8831629204437,1434,2024-01-01 01:32:50.727954
7831087726772,763,voice,3323440912433,1773,2024-01-01 01:35:33.254719
6704468117939,716,video,9657153531030,130,2024-01-01 01:36:27.381775
9319590415350,472,voice,6016391869204,1240,2024-01-01 01:38:02.673647
5445353317171,1580,video,9732904214169,283,2024-01-01 01:23:59.569736
9621678955915,723,voice,9478614508116,340,2024-01-01 01:24:24.336263
7937463221923,1928,video,5816406584419,951,2024-01-01 01:25:07.261666
6378071384049,395,voice,4995154622140,1169,2024-01-01 01:39:48.686707
8333027392156,1453,video,2334277359416,939,2024-01-01 01:32:34.129899
9075619452022,1441,video,2363936274538,803,2024-01-01 01:36:22.620131
9261227861836,1131,voice,9948118864759,602,2024-01-01 01:37:23.993700
9296979643502,1284,voice,6661429689773,898,2024-01-01 01:37:08.637390
6170264340314,1564,voice,6963816722986,572,2024-01-01 01:31:44.550025
9581321608233,417,voice,8165809301336,1368,2024-01-01 01:36:26.787227
7816524293645,965,video,9549670941188,530,2024-01-01 01:38:36.164022
0900422835880,1337,video,2621973315814,703,2024-01-01 01:35:30.930924
9243704085556,419,voice,1284562192174,1294,2024-01-01 01:38:05.076943
1102969606498,983,video,8405295903234,527,2024-01-01 01:30:45.205155
4218383729170,1165,video,4079591632088,319,2024-01-01 01:29:03.250826
8492696513438,1365,video,3793882894073,686,2024-01-01 01:26:39.700598
5466663085049,1627,voice,8560291660269,1747,2024-01-01 01:32:26.841234
8660817794758,119,video,6967630143035,1390,2024-01-01 01:30:13.316510
6185820371163,949,video,8725288324594,943,2024-01-01 01:32:59.575543
5327549282234,1169,voice,7022058081840,1177,2024-01-01 01:26:50.148136
2286931586293,217,voice,8883487160483,538,2024-01-01 01:37:07.683947
0951268070151,1818,voice,7435205617484,1008,2024-01-01 01:34:33.273260
9516840924033,1074,voice,7659608816359,1792,2024-01-01 01:29:03.138676
8664560693831,1399,video,4951671894058,447,2024-01-01 01:32:48.632021
2137150808279,999,voice,6085175998659,907,2024-01-01 01:27:05.707121
8710475421608,1233,video,4997420845323,154,2024-01-01 01:26:33.740385
1331365653924,1769,voice,4241200104913,1705,2024-01-01 01:29:48.272376
2851262393119,1854,voice,7196855351678,1432,2024-01-01 01:30:34.166773
9246422477686,926,video,1381273254394,1584,2024-01-01 01:37:21.723822
4428864168314,1812,voice,8583573486846,1663,2024-01-01 01:30:52.468012
1652271731745,1140,video,7516733767649,1440,2024-01-01 01:30:21.551759
8660482982820,1428,video,3774735714514,789,2024-01-01 01:31:41.419006
6794678696705,1310,video,0882138925632,1621,2024-01-01 01:31:06.460812
1073653378710,511,video,1046938453769,1682,2024-01-01 01:30:45.276065
7335236672434,240,video,7811942229664,754,2024-01-01 01:24:09.555954
9804209664241,442,video,8821187517793,550,2024-01-01 01:26:56.287343
2574376291513,1543,video,6115239026588,136,2024-01-01 01:34:36.895545
0787574899929,983,voice,3302412542436,627,2024-01-01 01:35:43.299307
4080173641840,489,video,2489831015983,630,2024-01-01 01:26:14.826387
8981446939579,569,video,3056544798337,526,2024-01-01 01:25:09.046970
4123231834819,961,video,6714060205038,1359,2024-01-01 01:30:17.342562
1847844126389,402,video,3194445779773,725,2024-01-01 01:26:28.720783
4652323991727,830,video,5210278684016,179,2024-01-01 01:34:49.522448
3847438855115,875,video,3735575955446,820,2024-01-01 01:25:08.738426
9372920280946,1050,video,2691585170135,1184,2024-01-01 01:27:52.141804
7840393679266,952,voice,3671574573958,1512,2024-01-01 01:32:01.941180
7142895181485,1199,video,6924631395585,475,2024-01-01 01:29:53.453638
5479169808495,786,voice,4153352489823,310,2024-01-01 01:35:03.394339
1263703258049,194,voice,5907525544077,151,2024-01-01 01:36:16.557405
7944406290085,720,video,1728721183388,910,2024-01-01 01:25:22.845414
6650746376044,70,video,1966993757394,62,2024-01-01 01:29:27.029852
2119159084101,159,video,6566368523996,250,2024-01-01 01:26:14.392297
4185383381375,649,voice,9064980453046,1512,2024-01-01 01:26:37.194441
4798531238345,742,voice,4821846691268,892,2024-01-01 01:30:06.358114
9473195853072,3,voice,7420631533512,905,2024-01-01 01:26:18.233000
0069352065809,1730,video,3729565962718,610,2024-01-01 01:34:15.679507
2350122518130,994,video,2785153638711,1191,2024-01-01 01:40:15.601897
6787705601515,1269,voice,8157873663177,1345,2024-01-01 01:29:12.056840
2353314696520,1939,video,4305048829150,1720,2024-01-01 01:24:33.580120
0980589702858,1187,video,9331504117993,1159,2024-01-01 01:35:46.070621
0969918591269,214,voice,4471651251136,1111,2024-01-01 01:33:24.923618
0210589134285,1116,voice,8433810288789,753,2024-01-01 01:29:42.468728
9840933822687,1970,voice,4729539549315,1120,2024-01-01 01:29:32.609504
5817001662735,193,voice,6123339160314,361,2024-01-01 01:26:58.858978
4957221512969,403,voice,0201919123475,1324,2024-01-01 01:27:41.765584
1351306178725,1907,voice,7102342024184,69,2024-01-01 01:24:10.594650
1878276771804,1638,voice,4053044224275,402,2024-01-01 01:32:46.291285
3708567360055,1361,voice,2408883224473,1682,2024-01-01 01:40:24.439988
2266850505273,748,video,3010376308586,296,2024-01-01 01:28:54.418937
9434340536551,370,video,0415617263447,400,2024-01-01 01:27:19.393749
2076861651816,1174,voice,5787136464016,1609,2024-01-01 01:29:44.160202
1422385771597,1493,voice,1140909771127,340,2024-01-01 01:25:21.355621
5704113191192,1017,voice,1552264372474,517,2024-01-01 01:33:56.574509
3437187861083,88,voice,1968349148099,912,2024-01-01 01:23:59.832932
6938362578199,1323,video,5345435645474,1444,2024-01-01 01:39:32.253771
6175221039608,1925,voice,7397697331395,1304,2024-01-01 01:26:30.197887
5643896338188,1250,voice,0606966092549,1263,2024-01-01 01:32:06.013372
4254572904066,1860,voice,7460241793269,38,2024-01-01 01:35:19.648509
6011525861742,1801,video,5926902920544,1543,2024-01-01 01:38:51.862631
4006214559063,454,video,9416063434756,870,2024-01-01 01:40:22.727154
1593369587278,694,video,8011025347860,1027,2024-01-01 01:24:57.376207
5232569831301,782,voice,7438511666335,234,2024-01-01 01:31:19.279944
3630545479562,1324,voice,8797608344523,1270,2024-01-01 01:32:08.590024
4122285931634,939,voice,6322846721745,1112,2024-01-01 01:33:08.669060
4487428559400,1174,voice,4456313456614,1420,2024-01-01 01:24:52.010980
3569689330345,1571,voice,1256555027636,1312,2024-01-01 01:36:53.391342
